WikidataID|lang_en|label_en|P1545_ciic|P1545_ucc|description_en|alias_en|lang_de|label_de|description_de|alias_de||P186|P195_1|P248_C1|P195_2|P248_C2|P195_3|P248_C3|P625_coord|P189_place|P17_country|P189_county|P2043|P2048|P2049|P1684|P518_I|P6568_1|P518_IE1|P248_IER1|P6568_2|P518_IE2|P6568_3|P518_IE3|P6568_4|P518_IE4|P6568_5|P518_IE5|P5816
Q70892772|en|CIIC 210|210||Ogam Stone CIIC 210||de|CIIC 210|Ogam Stein CIIC 210||||||||||52.0719444,-9.747222222222222|Q85395537|Q27|Q184469||||DUBE[B?]|Q18122778||||||||||||
Q70892774|en|CIIC 211|211||Ogam Stone CIIC 211||de|CIIC 211|Ogam Stein CIIC 211||||||||||52.0719444,-9.747222222222222|Q85395537|Q27|Q184469||||RITTUVVECC MAQI VEDDONOS|Q18122778||||||||||||
Q70892778|en|CIIC 212|212||Ogam Stone CIIC 212||de|CIIC 212|Ogam Stein CIIC 212||||||||||52.0719444,-9.747222222222222|Q85395537|Q27|Q184469||||n/a|||||||||||||
Q70892780|en|CIIC 213|213||Ogam Stone CIIC 213||de|CIIC 213|Ogam Stein CIIC 213||||||||||52.0719444,-9.747222222222222|Q85395537|Q27|Q184469||||URG|||||||||||||
Q70892784|en|CIIC 214|214||Ogam Stone CIIC 214||de|CIIC 214|Ogam Stein CIIC 214||||||||||52.0680556,-9.71888888888889|Q85395538|Q27|Q184469||||ANNVENI TEGG[....|Q18122778||||||||||||
Q70892785|en|CIIC 215|215||Ogam Stone CIIC 215||de|CIIC 215|Ogam Stein CIIC 215||||||||||52.0805556,-9.703055555555554|Q85395539|Q27|Q184469||||ALATTO CELI BATTIGNI|||||||||||||
Q70892787|en|CIIC 216|216||Ogam Stone CIIC 216||de|CIIC 216|Ogam Stein CIIC 216||||||||||52.0805556,-9.703055555555554|Q85395539|Q27|Q184469||||GOSOCTEAS MOSAC MAKINI|||||||||||||
Q70892791|en|CIIC 217|217||Ogam Stone CIIC 217||de|CIIC 217|Ogam Stein CIIC 217||||||||||52.0805556,-9.703055555555554|Q85395539|Q27|Q184469||||NOCATI MAQI MAQI-REC [....] MAQI MUCOI UDDAMI|Q18122778||||||||||||
Q70892792|en|CIIC 218|218||Ogam Stone CIIC 218||de|CIIC 218|Ogam Stein CIIC 218||||||||||52.0805556,-9.703055555555554|Q85395539|Q27|Q184469||||L[A]G[O]BB[... MUCO - TUCACAC|Q18122778||||||||||||
Q85411181|en|CIIC 218a|218a||Ogam Stone CIIC 218a||de|CIIC 218a|Ogam Stein CIIC 218a||||||||||52.0805556,-9.703055555555554|Q85395539|Q27|Q184469||||n/a|||||||||||||
Q70892797|en|CIIC 219|219||Ogam Stone CIIC 219||de|CIIC 219|Ogam Stein CIIC 219||||||||||51.91,-9.746666666666666|Q85395602|Q27|Q184469||||ANM CRUNAN MAQ LUQIN|Q18122778||||||||||||
Q70892799|en|CIIC 220|220||Ogam Stone CIIC 220||de|CIIC 220|Ogam Stein CIIC 220||||||||||51.7730556,-10.122222222222224|Q85395573|Q27|Q184469||||ANM LLATIGNI MAQ M[I]N[E]RC M[UCOI] Q[...]CI|Q18122778||||||||||||
Q70892801|en|CIIC 221|221||Ogam Stone CIIC 221||de|CIIC 221|Ogam Stein CIIC 221||||||||||51.8811111,-9.786666666666667|Q85395540|Q27|Q184469||||CATVVIRR MAQI LUGUVVEC|||||||||||||
Q70892805|en|CIIC 222|222||Ogam Stone CIIC 222||de|CIIC 222|Ogam Stein CIIC 222||||||||||51.8586111,-9.875|Q85395541|Q27|Q184469||||.....]NEGGNI|Q18122778||||||||||||
Q70892807|en|CIIC 223|223||Ogam Stone CIIC 223||de|CIIC 223|Ogam Stein CIIC 223||||||||||51.8586111,-9.875|Q85395605|Q27|Q184469||||ANM VINNAGITLET...|Q18122778||||||||||||
Q70892808|en|CIIC 224|224||Ogam Stone CIIC 224||de|CIIC 224|Ogam Stein CIIC 224||||||||||51.8852778,-9.525833333333335|Q85395543|Q27|Q184469||||MOŊUNILOCID MAQI ALOTTO|||||||||||||
Q70892810|en|CIIC 225|225||Ogam Stone CIIC 225||de|CIIC 225|Ogam Stein CIIC 225||||||||||51.8475,-9.551666666666668|Q85395607|Q27|Q184469||||NOARRA MAQI VORUDRAN|||||||||||||
Q70892813|en|CIIC 226|226||Ogam Stone CIIC 226||de|CIIC 226|Ogam Stein CIIC 226||||||||||51.8394444,-9.389166666666666|Q85395624|Q27|Q184469||||ORIBRASSIA|||||||||||||
Q70892814|en|CIIC 227|227||Ogam Stone CIIC 227||de|CIIC 227|Ogam Stein CIIC 227||||||||||51.8833333,-9.413611111111111|Q85395546|Q27|Q184469||||OTTINN MAQI VECR[EC]|Q18122778||||||||||||
Q70892818|en|CIIC 228|228||Ogam Stone CIIC 228||de|CIIC 228|Ogam Stein CIIC 228||||||||||52.5666667,-9.421388888888888|Q85395548|Q27|Q184469||||MAQI BROCI|||||||||||||
Q70892821|en|CIIC 229|229||Ogam Stone CIIC 229||de|CIIC 229|Ogam Stein CIIC 229||||||||||51.9211111,-10.166666666666666|Q85395576|Q27|Q184469||||ANM CALUMANN MAQ[...|Q18122778||||||||||||
Q70892823|en|CIIC 230|230||Ogam Stone CIIC 230||de|CIIC 230|Ogam Stein CIIC 230||||||||||51.8941667,-10.176944444444445|Q85395549|Q27|Q184469||||D[...]A[.C?.] AVI DALAGNI [MAQI C...?] EQQEGGNI MAQI MAQI-CARATTINN|Q18122778||||||||||||
Q70892827|en|CIIC 231|231||Ogam Stone CIIC 231||de|CIIC 231|Ogam Stein CIIC 231||||||||||51.9122222,-10.365555555555556|Q85395579|Q27|Q184469||||LOGITTI MAQI ERPENN|||||||||||||
Q70892828|en|CIIC 232|232||Ogam Stone CIIC 232||de|CIIC 232|Ogam Stein CIIC 232||||||||||51.9122222,-10.365555555555556|Q85395579|Q27|Q184469||||....]ERRLONNA MAQI R[U]T[E]N[I]|Q18122778||||||||||||
Q70892829|en|CIIC 233|233||Ogam Stone CIIC 233||de|CIIC 233|Ogam Stein CIIC 233||||||||||51.8480556,-10.11361111111111|Q85395550|Q27|Q184469||||TIDONN[A] MAQ DOMNGINN|Q18122778||||||||||||
Q70892834|en|CIIC 234|234||Ogam Stone CIIC 234||de|CIIC 234|Ogam Stein CIIC 234||||||||||52.0311111,-10.029166666666667|Q85395582|Q27|Q184469||||MAQI R[.....|Q18122778||||||||||||
Q70892835|en|CIIC 235|235||Ogam Stone CIIC 235||de|CIIC 235|Ogam Stein CIIC 235||||||||||51.9133333,-10.175833333333333|Q85395618|Q27|Q184469||||ANM MOLEGOMRID MACI VECUMEN|||||||||||||
Q70892837|en|CIIC 236|236||Ogam Stone CIIC 236||de|CIIC 236|Ogam Stein CIIC 236||||||||||51.8433333,-10.301944444444445|Q85395551|Q27|Q184469||||...]OTANI M[A]QI LOSAGNI|Q18122778||||||||||||
Q70892842|en|CIIC 237|237||Ogam Stone CIIC 237||de|CIIC 237|Ogam Stein CIIC 237||||||||||51.8433333,-10.301944444444445|Q85395551|Q27|Q184469||||n/a|||||||||||||
Q70892844|en|CIIC 238|238||Ogam Stone CIIC 238||de|CIIC 238|Ogam Stein CIIC 238||||||||||51.9233333,-10.220833333333333|Q85395585|Q27|Q184469||||......]QNETN[.....|Q18122778||||||||||||
Q70892846|en|CIIC 239|239||Ogam Stone CIIC 239||de|CIIC 239|Ogam Stein CIIC 239||||||||||52.0136111,-10.025277777777779|Q85396891|Q27|Q184469||||ANM GATTEGLAN|||||||||||||
Q70892848|en|CIIC 240|240||Ogam Stone CIIC 240||de|CIIC 240|Ogam Stein CIIC 240||||||||||51.9708333,-10.05888888888889|Q85396810|Q27|Q184469||||MOCURRUTI MAQI VLISACESUCMIR|||||||||||||
Q70892851|en|CIIC 241|241||Ogam Stone CIIC 241||de|CIIC 241|Ogam Stein CIIC 241||||||||||52.0861111,-9.67361111111111|Q85396894|Q27|Q184469||||B[AID]AGNI MAQI ADDILONA NAGUNI MUCO BAIDANI NIR***MN[I]DAGNIESSICONIDDALA AMIT BAIDAGNI|Q18122778||||||||||||
Q70892852|en|CIIC 242|242||Ogam Stone CIIC 242||de|CIIC 242|Ogam Stein CIIC 242||||||||||52.0777778,-9.558333333333334|Q85396972|Q27|Q184469||||BRRUANANN|||||||||||||
Q85411211|en|CIIC 242a|242a||Ogam Stone CIIC 242a||de|CIIC 242a|Ogam Stein CIIC 242a||||||||||52.0777778,-9.558333333333334|Q85396972|Q27|Q184469||||n/a|||||||||||||
Q70892854|en|CIIC 243|243||Ogam Stone CIIC 243||de|CIIC 243|Ogam Stein CIIC 243||||||||||52.1288889,-9.631666666666668|Q85396812|Q27|Q184469||||MAQI-RITTE MAQI COLABOT MAQI MOCO QERAI|||||||||||||
Q70892857|en|CIIC 244|244||Ogam Stone CIIC 244||de|CIIC 244|Ogam Stein CIIC 244||||||||||52.1288889,-9.631666666666668|Q85396812|Q27|Q184469||||COILLABBOTAS MAQI CORBBI MAQI MOCOI QERAI|||||||||||||
Q70892859|en|CIIC 245|245||Ogam Stone CIIC 245||de|CIIC 245|Ogam Stein CIIC 245||||||||||52.1288889,-9.631666666666668|Q85396812|Q27|Q184469||||VŊGOLAM|||||||||||||
Q70892864|en|CIIC 246|246||Ogam Stone CIIC 246||de|CIIC 246|Ogam Stein CIIC 246||||||||||52.1288889,-9.631666666666668|Q85396812|Q27|Q184469||||CORBAGNI MAQI BIVITI|||||||||||||
Q85410004|en|CIIC 246a|246a||Ogam Stone CIIC 246a||de|CIIC 246a|Ogam Stein CIIC 246a||||||||||52.1655556,-9.73361111111111|Q85396815|Q27|Q184469||||...]V MAQI[...|Q18122778||||||||||||
Q85410013|en|CIIC 246b|246b||Ogam Stone CIIC 246b||de|CIIC 246b|Ogam Stein CIIC 246b||||||||||52.1655556,-9.73361111111111|Q85396815|Q27|Q184469||||[LMCBDV]|Q18122778||||||||||||
Q70892869|en|CIIC 247|247||Ogam Stone CIIC 247||de|CIIC 247|Ogam Stein CIIC 247||||||||||52.1477780,-9.6627780|Q85396974|Q27|Q184469||||COVTET|||||||||||||
Q70892870|en|CIIC 248|248||Ogam Stone CIIC 248||de|CIIC 248|Ogam Stein CIIC 248||||||||||52.1425,-9.43888888888889|Q85396897|Q27|Q184469||||...QET[IA?]S M[A?]Q TRENIL[U?...]|Q18122778||||||||||||
Q70892873|en|CIIC 249|249||Ogam Stone CIIC 249||de|CIIC 249|Ogam Stein CIIC 249||||||||||52.1619444,-9.687777777777779|Q85396931|Q27|Q184469||||UN[...]CC|Q18122778||||||||||||
Q70892889|en|CIIC 250|250||Ogam Stone CIIC 250||de|CIIC 250|Ogam Stein CIIC 250||||||||||52.1658333,-9.771944444444445|Q85396820|Q27|Q184469||||CATTUVVIRR MAQI RITUVVECAS MUCOI ALLATO|||||||||||||
Q70892894|en|CIIC 251|251||Ogam Stone CIIC 251||de|CIIC 251|Ogam Stein CIIC 251||||||||||52.1916667,-9.5325|Q85396823|Q27|Q184469||||VELITAS LUGUTTI|||||||||||||
Q70892895|en|CIIC 252|252||Ogam Stone CIIC 252||de|CIIC 252|Ogam Stein CIIC 252||||||||||52.2266667,-9.581944444444444|Q85396933|Q27|Q184469||||DUMELI MAQI GLASICONAS NIOTTA COBRANOR[IGAS]|Q18122778||||||||||||
Q70892897|en|CIIC 253|253||Ogam Stone CIIC 253||de|CIIC 253|Ogam Stein CIIC 253||||||||||52.2336111,-9.540833333333333|Q85396826|Q27|Q184469||||GALEOTOS|||||||||||||
Q70892906|en|CIIC 254|254||Ogam Stone CIIC 254||de|CIIC 254|Ogam Stein CIIC 254||||||||||52.2336111,-9.540833333333333|Q85396936|Q27|Q184469||||MAQI RECTA|||||||||||||
Q70892907|en|CIIC 255|255||Ogam Stone CIIC 255||de|CIIC 255|Ogam Stein CIIC 255||||||||||52.1247222,-9.7575|Q85396900|Q27|Q184469||||ANM VURUDDRANN MAQ[I] DOLIGENN CI[...]LA MAQ[Q?]I [..]BAGNI|Q18122778||||||||||||
Q70892910|en|CIIC 256|256||Ogam Stone CIIC 256||de|CIIC 256|Ogam Stein CIIC 256||||||||||52.1247222,-9.7575|Q85396900|Q27|Q184469||||ANM TEGANN MAAC DEGLANN|||||||||||||
Q85410047|en|CIIC 256a|256a||Ogam Stone CIIC 256a||de|CIIC 256a|Ogam Stein CIIC 256a||||||||||52.2680556,-9.710277777777778|Q85396830|Q27|Q184469||||BASIŊB ---|Q18122778||||||||||||
Q70892912|en|CIIC 257|257||Ogam Stone CIIC 257||de|CIIC 257|Ogam Stein CIIC 257||||||||||52.4575,-8.823888888888888|Q85396834|Q27|Q184469||||D[A]Q[U]MA MAQI RAGAVVECC|Q18122778||||||||||||
Q70892914|en|CIIC 258|258||Ogam Stone CIIC 258||de|CIIC 258|Ogam Stein CIIC 258||||||||||52.3819444,-8.377222222222223|Q85396837|Q27|Q178283||||MAILAGNI MAQI GAMATI|||||||||||||
Q70892917|en|CIIC 259|259||Ogam Stone CIIC 259||de|CIIC 259|Ogam Stein CIIC 259||||||||||52.3286111,-8.562777777777779|Q85396939|Q27|Q178283||||IVAGENI MAQI LAISCEMITA|||||||||||||
Q70892919|en|CIIC 260|260||Ogam Stone CIIC 260||de|CIIC 260|Ogam Stein CIIC 260||||||||||52.2758333,-8.105277777777777|Q85396941|Q27|Q178283||||n/a|||||||||||||
Q70892920|en|CIIC 261|261||Ogam Stone CIIC 261||de|CIIC 261|Ogam Stein CIIC 261||||||||||52.2216667,-7.758055555555556|Q85396903|Q27|Q184618||||NETACUNAS MAQI LOBAC[CONA]|Q18122778||||||||||||
Q70885701|en|CIIC 262|262|12|Ogam Stone CIIC 262|Ogam Stone 12 (Stone Corridor at UCC)|de|CIIC 262|Ogam Stein CIIC 262|Ogham Stein 12 (Stein Corridor at UCC)|||||||||52.1994444,-7.998888888888889|Q85396840|Q27|Q184618||||ERCAGNI MAQI ERCIAS|||||||||||||
Q70892923|en|CIIC 263|263||Ogam Stone CIIC 263||de|CIIC 263|Ogam Stein CIIC 263||||||||||51.9441667, -7.729166666666667|Q85396905|Q27|Q184594||||LUGUDECCAS MAQI [....MU]COI NETA-SEGAMONAS DOLATI BIGA-ISGOB[...|Q18122778||||||||||||
Q70892924|en|CIIC 264|264||Ogam Stone CIIC 264||de|CIIC 264|Ogam Stein CIIC 264||||||||||51.9441667, -7.729166666666667|Q85396905|Q27|Q184594||||....] NACI MAQI [...|Q18122778||||||||||||
Q70892930|en|CIIC 265|265||Ogam Stone CIIC 265||de|CIIC 265|Ogam Stein CIIC 265||||||||||51.9441667, -7.729166666666667|Q85396905|Q27|Q184594||||AMADU|Q18122778||||||||||||
Q70892932|en|CIIC 266|266||Ogam Stone CIIC 266||de|CIIC 266|Ogam Stein CIIC 266||||||||||52.0644444,-7.848888888888888|Q85396907|Q27|Q184594||||COLLABOT MUCOI LUGA MAQI LOBACCONA|||||||||||||
Q70892933|en|CIIC 267|267||Ogam Stone CIIC 267||de|CIIC 267|Ogam Stein CIIC 267||||||||||52.0644444,-7.848888888888888|Q85396907|Q27|Q184594||||MEDUSI MACI LU MUCOI LUGA|||||||||||||
Q70892935|en|CIIC 268|268||Ogam Stone CIIC 268||de|CIIC 268|Ogam Stein CIIC 268||||||||||52.0644444,-7.848888888888888|Q85396907|Q27|Q184594||||CATTUVIR|||||||||||||
Q70892937|en|CIIC 269|269||Ogam Stone CIIC 269||de|CIIC 269|Ogam Stein CIIC 269||||||||||51.9883333,-7.755833333333333|Q85396845|Q27|Q184594||||MAQI MUCOI IVODACCA.|||||||||||||
Q70892938|en|CIIC 270|270||Ogam Stone CIIC 270||de|CIIC 270|Ogam Stein CIIC 270||||||||||52.1333333,-7.439166666666667|Q85396847|Q27|Q184594||||QRIT[....] MAQ[I LO]BACONA AVI NEAGRACOLINEA|Q18122778||||||||||||
Q70892940|en|CIIC 271|271||Ogam Stone CIIC 271||de|CIIC 271|Ogam Stein CIIC 271||||||||||52.1333333,-7.439166666666667|Q85396847|Q27|Q184594||||NETAVROQI MAQI QIC[...|Q18122778||||||||||||
Q70892943|en|CIIC 272|272||Ogam Stone CIIC 272||de|CIIC 272|Ogam Stein CIIC 272||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||MANU MAGUNO GATI MOCOI MACORBO|||||||||||||
Q70892944|en|CIIC 273|273||Ogam Stone CIIC 273||de|CIIC 273|Ogam Stein CIIC 273||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||CALUNOVIC[A] MAQI MUCOI LIT[ENI].|Q18122778||||||||||||
Q70892950|en|CIIC 274|274||Ogam Stone CIIC 274||de|CIIC 274|Ogam Stein CIIC 274||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||MAQI-INI[... MAQI QE]TTEAS.|Q18122778||||||||||||
Q70892951|en|CIIC 275|275||Ogam Stone CIIC 275||de|CIIC 275|Ogam Stein CIIC 275||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||CUNALEGEA MAQI C[....]SALAR CELI AVI QVECI|Q18122778||||||||||||
Q70892952|en|CIIC 276|276||Ogam Stone CIIC 276||de|CIIC 276|Ogam Stein CIIC 276||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||BIGU MAQI LAG[...|Q18122778||||||||||||
Q70892956|en|CIIC 277|277||Ogam Stone CIIC 277||de|CIIC 277|Ogam Stein CIIC 277||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||BIR MAQI MUCOI ROTTAIS|||||||||||||
Q70892957|en|CIIC 278|278||Ogam Stone CIIC 278||de|CIIC 278|Ogam Stein CIIC 278||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||....]MAQI NE[TACUN]AS|Q18122778||||||||||||
Q70892959|en|CIIC 279|279||Ogam Stone CIIC 279||de|CIIC 279|Ogam Stein CIIC 279||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||DENAVEC[A MU]COI MEDALO.|Q18122778||||||||||||
Q70892962|en|CIIC 280|280||Ogam Stone CIIC 280||de|CIIC 280|Ogam Stein CIIC 280||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||BRO[INION]AS|Q18122778||||||||||||
Q70892964|en|CIIC 281|281||Ogam Stone CIIC 281||de|CIIC 281|Ogam Stein CIIC 281||||||||||52.1630556,-7.468055555555556|Q85396849|Q27|Q184594||||DEAGOS MAQI MUCO[I......]NAI|Q18122778||||||||||||
Q70892966|en|CIIC 282|282||Ogam Stone CIIC 282||de|CIIC 282|Ogam Stein CIIC 282||||||||||52.1552778,-7.495|Q85396851|Q27|Q184594||||AVI DAIMAGNI|||||||||||||
Q70892968|en|CIIC 283|283||Ogam Stone CIIC 283||de|CIIC 283|Ogam Stein CIIC 283||||||||||52.1913889,-7.483333333333333|Q85396944|Q27|Q184594||||GOSOCTAS MUCOI MACORBO|||||||||||||
Q70892970|en|CIIC 284|284||Ogam Stone CIIC 284||de|CIIC 284|Ogam Stein CIIC 284||||||||||52.1913889,-7.483333333333333|Q85396944|Q27|Q184594||||MELAGIA|||||||||||||
Q70892972|en|CIIC 285|285||Ogam Stone CIIC 285||de|CIIC 285|Ogam Stein CIIC 285||||||||||52.1102778,-7.544722222222222|Q85396852|Q27|Q184594||||BIVODON MUCOI ATAR|||||||||||||
Q70892975|en|CIIC 286|286||Ogam Stone CIIC 286||de|CIIC 286|Ogam Stein CIIC 286||||||||||52.0905556,-7.549722222222222|Q85396854|Q27|Q184594||||[CU]NAMAQI LUGUDECA MUC[OI] CUNEA|Q18122778||||||||||||
Q70892978|en|CIIC 287|287||Ogam Stone CIIC 287||de|CIIC 287|Ogam Stein CIIC 287||||||||||52.0905556,-7.549722222222222|Q85396854|Q27|Q184594||||NISIGNI MAQI ER[......]I|Q18122778||||||||||||
Q70892979|en|CIIC 288|288||Ogam Stone CIIC 288||de|CIIC 288|Ogam Stein CIIC 288||||||||||52.0905556,-7.549722222222222|Q85396854|Q27|Q184594||||DEBRANI MAQI ELTI AVI OGATOS|||||||||||||
Q70892982|en|CIIC 289|289||Ogam Stone CIIC 289||de|CIIC 289|Ogam Stein CIIC 289||||||||||52.0905556,-7.549722222222222|Q85396854|Q27|Q184594||||...]VAGNI MUCOI CUNIA|Q18122778||||||||||||
Q70892984|en|CIIC 290|290||Ogam Stone CIIC 290||de|CIIC 290|Ogam Stein CIIC 290||||||||||52.0905556,-7.549722222222222|Q85396854|Q27|Q184594||||MAQI E[..|Q18122778||||||||||||
Q70892987|en|CIIC 291|291||Ogam Stone CIIC 291||de|CIIC 291|Ogam Stein CIIC 291||||||||||52.1025,-7.804444444444444|Q85396911|Q27|Q184594||||n/a|||||||||||||
Q70892992|en|CIIC 292|292||Ogam Stone CIIC 292||de|CIIC 292|Ogam Stein CIIC 292||||||||||52.1113889,-7.6|Q85396914|Q27|Q184594||||....]ER[A]T[I] M[U]C[OI] NETA-S[EGAM]ONAS|Q18122778||||||||||||
Q70892993|en|CIIC 293|293||Ogam Stone CIIC 293||de|CIIC 293|Ogam Stein CIIC 293||||||||||52.1113889,-7.6|Q85396914|Q27|Q184594||||...]RG[...]BRCEN[...|Q18122778||||||||||||
Q70892996|en|CIIC 294|294||Ogam Stone CIIC 294||de|CIIC 294|Ogam Stein CIIC 294||||||||||52.1113889,-7.6|Q85396914|Q27|Q184594||||CORB|||||||||||||
Q70892999|en|CIIC 295|295||Ogam Stone CIIC 295||de|CIIC 295|Ogam Stein CIIC 295||||||||||52.1113889,-7.6|Q85396914|Q27|Q184594||||Q[E]CC[IAS] M[U]C[OI B]R[O]E[NIONAS]|Q18122778||||||||||||
Q70893002|en|CIIC 296|296||Ogam Stone CIIC 296||de|CIIC 296|Ogam Stein CIIC 296||||||||||52.1113889,-7.6|Q85396914|Q27|Q184594||||...]CIR MAQI MUC[...|Q18122778||||||||||||
Q70893003|en|CIIC 297|297||Ogam Stone CIIC 297||de|CIIC 297|Ogam Stein CIIC 297||||||||||52.1113889,-7.6|Q85396914|Q27|Q184594||||VORTIGURN|||||||||||||
Q70893005|en|CIIC 298|298||Ogam Stone CIIC 298||de|CIIC 298|Ogam Stein CIIC 298||||||||||52.1113889,-7.6|Q85396914|Q27|Q184594||||VEDABAR M[A]Q[.....]LSM MOCOI ORD[....]REA.|Q18122778||||||||||||
Q70893008|en|CIIC 299|299||Ogam Stone CIIC 299||de|CIIC 299|Ogam Stein CIIC 299||||||||||52.1113889,-7.6|Q85396914|Q27|Q184594||||[MAQI?] MOŊEDIAS MAQI MUIBITI|Q18122778||||||||||||
Q70893010|en|CIIC 300|300||Ogam Stone CIIC 300||de|CIIC 300|Ogam Stein CIIC 300||||||||||52.1608333,-7.59|Q85396859|Q27|Q184594||||CUNNETAS MAQI GOC[OI] NETA-SEGAMONAS|Q18122778||||||||||||
Q70893016|en|CIIC 301|301||Ogam Stone CIIC 301||de|CIIC 301|Ogam Stein CIIC 301||||||||||52.2672222,-7.746944444444445|Q85396862|Q27|Q184594||||DOMOKI|||||||||||||
Q70893017|en|CIIC 302|302||Ogam Stone CIIC 302||de|CIIC 302|Ogam Stein CIIC 302||||||||||52.185,-7.226666666666667|Q85396997|Q27|Q184594||||CUMNI MAQI MUCOI VALUVI|||||||||||||
Q70893020|en|CIIC 303|303||Ogam Stone CIIC 303||de|CIIC 303|Ogam Stein CIIC 303||||||||||52.3111111,-7.385000000000001|Q85396916|Q27|Q184594||||CATABAR MOCO VIRICORB|||||||||||||
Q70893023|en|CIIC 304|304||Ogam Stone CIIC 304||de|CIIC 304|Ogam Stein CIIC 304||||||||||52.3305556,-7.391111111111112|Q85396978|Q27|Q184594||||VOCAGNI MAQI CUR(I)T|Q18122778||||||||||||
Q70893024|en|CIIC 305|305||Ogam Stone CIIC 305||de|CIIC 305|Ogam Stein CIIC 305||||||||||52.3241667,-7.379166666666666|Q85396866|Q27|Q184594||||n/a|||||||||||||
Q70893028|en|CIIC 306|306||Ogam Stone CIIC 306||de|CIIC 306|Ogam Stein CIIC 306||||||||||52.3263889,-7.511666666666667|Q85396870|Q27|Q184594||||LUGUDI MAQI L..D...QA MOCOI DONM(A)|Q18122778||||||||||||
Q70893030|en|CIIC 307|307||Ogam Stone CIIC 307||de|CIIC 307|Ogam Stein CIIC 307||||||||||52.3419444,-7.487777777777778|Q85396919|Q27|Q184594||||MODDAGN[I] MAQI GATTAGN[I] MUCOI LUGUNI|Q18122778||||||||||||
Q70893035|en|CIIC 308|308||Ogam Stone CIIC 308||de|CIIC 308|Ogam Stein CIIC 308||||||||||52.3419444,-7.487777777777778|Q85396919|Q27|Q184594||||n/a|||||||||||||
Q70893037|en|CIIC 309|309||Ogam Stone CIIC 309||de|CIIC 309|Ogam Stein CIIC 309||||||||||54.8030556,-6.183333333333334|Q85392806|Q27|Q184594||||TORAESCEUSAS MAQI MUCOI MEUTINI|||||||||||||
Q70893044|en|CIIC 310|310||Ogam Stone CIIC 310||de|CIIC 310|Ogam Stein CIIC 310||||||||||54.8030556,-6.183333333333334|Q85392806|Q27|Q184594||||CAGINADI MAQI VOBARACI|||||||||||||
Q70893046|en|CIIC 311|311||Ogam Stone CIIC 311||de|CIIC 311|Ogam Stein CIIC 311||||||||||54.3072222,-6.655277777777778|Q85392810|Q26|Q189592||||DINEGLO MAQI QETAIS|||||||||||||
Q70893047|en|CIIC 312|312||Ogam Stone CIIC 312||de|CIIC 312|Ogam Stein CIIC 312||||||||||53.805,-6.954444444444444|Q85392813|Q26|Q4792580||||OSBBAR|||||||||||||
Q70893050|en|CIIC 313|313||Ogam Stone CIIC 313||de|CIIC 313|Ogam Stein CIIC 313||||||||||53.7944444,-7.209444444444444|Q85392823|Q27|Q187402||||OVOMAN(I?)|Q18122778||||||||||||
Q70893052|en|CIIC 314|314||Ogam Stone CIIC 314||de|CIIC 314|Ogam Stein CIIC 314||||||||||54.6086111,-7.871111111111111|Q85392816|Q27|Q187402||||n/a|||||||||||||
Q70893056|en|CIIC 315|315||Ogam Stone CIIC 315||de|CIIC 315|Ogam Stein CIIC 315||||||||||54.3622222,-7.5175|Q85392831|Q27|Q179424||||NETTACU[NAS].|||||||||||||
Q70893058|en|CIIC 316|316||Ogam Stone CIIC 316||de|CIIC 316|Ogam Stein CIIC 316||||||||||55.1166667,-6.7444444444444445|Q85392833|Q26|Q190678||||BROCAGNI MAQI MU|||||||||||||
Q70893060|en|CIIC 317|317||Ogam Stone CIIC 317||de|CIIC 317|Ogam Stein CIIC 317||||||||||54.6994444,-7.047777777777777|Q85392826|Q26|Q192208||||DOTETTO MAQI MAGLANI|||||||||||||
